0.941, 0.089, 0.178, 0.174, 0.492, 0.19, 0.30, 0.143
0.944, 0.094, 0.189, 0.182, 0.490, 0.19, 0.30, 0.142
0.947, 0.100, 0.200, 0.192, 0.487, 0.19, 0.30, 0.14
0.949, 0.106, 0.211, 0.201, 0.483, 0.19, 0.29, 0.139
0.951, 0.112, 0.222, 0.210, 0.478, 0.19, 0.29, 0.138
0.953, 0.120, 0.234, 0.220, 0.472, 0.19, 0.28, 0.136
0.955, 0.128, 0.246, 0.231, 0.465, 0.18, 0.28, 0.135
0.957, 0.137, 0.258, 0.243, 0.457, 0.18, 0.28, 0.134
0.958, 0.147, 0.270, 0.255, 0.447, 0.17, 0.28, 0.133
0.959, 0.144, 0.283, 0.268, 0.485, 0.16, 0.33, 0.13
0.961, 0.130, 0.295, 0.281, 0.552, 0.16, 0.39, 0.128
0.962, 0.120, 0.308, 0.294, 0.603, 0.15, 0.45, 0.126
0.963, 0.114, 0.321, 0.306, 0.640, 0.14, 0.50, 0.124
0.964, 0.107, 0.334, 0.320, 0.672, 0.14, 0.53, 0.122
0.965, 0.107, 0.347, 0.333, 0.690, 0.13, 0.56, 0.12
0.966, 0.107, 0.360, 0.347, 0.696, 0.13, 0.57, 0.118
0.967, 0.112, 0.373, 0.360, 0.696, 0.12, 0.58, 0.116
0.968, 0.117, 0.387, 0.373, 0.694, 0.11, 0.58, 0.113
0.968, 0.122, 0.401, 0.386, 0.689, 0.11, 0.58, 0.111
0.969, 0.128, 0.415, 0.399, 0.685, 0.10, 0.59, 0.111
0.969, 0.134, 0.429, 0.411, 0.682, 0.10, 0.58, 0.11
0.970, 0.139, 0.443, 0.424, 0.677, 0.10, 0.58, 0.109
0.970, 0.146, 0.456, 0.437, 0.672, 0.09, 0.58, 0.108
0.971, 0.153, 0.468, 0.450, 0.664, 0.09, 0.58, 0.108
0.971, 0.161, 0.479, 0.463, 0.660, 0.09, 0.57, 0.108
0.972, 0.162, 0.472, 0.476, 0.664, 0.08, 0.58, 0.139
0.972, 0.176, 0.467, 0.489, 0.652, 0.08, 0.57, 0.167
0.973, 0.187, 0.466, 0.502, 0.642, 0.07, 0.57, 0.192
0.973, 0.205, 0.464, 0.514, 0.605, 0.05, 0.56, 0.198
0.974, 0.218, 0.471, 0.526, 0.595, 0.05, 0.55, 0.203
0.974, 0.228, 0.479, 0.539, 0.587, 0.04, 0.55, 0.200
0.975, 0.236, 0.485, 0.550, 0.580, 0.04, 0.54, 0.198
0.975, 0.244, 0.490, 0.560, 0.573, 0.03, 0.54, 0.197
0.975, 0.253, 0.497, 0.570, 0.565, 0.03, 0.54, 0.196
0.976, 0.263, 0.506, 0.579, 0.556, 0.03, 0.53, 0.194
0.976, 0.272, 0.515, 0.588, 0.548, 0.02, 0.53, 0.191
0.976, 0.280, 0.524, 0.596, 0.540, 0.02, 0.52, 0.189
0.977, 0.282, 0.533, 0.604, 0.538, 0.01, 0.53, 0.185
0.977, 0.291, 0.544, 0.611, 0.531, 0.01, 0.52, 0.181
0.977, 0.300, 0.553, 0.618, 0.522, 0.01, 0.51, 0.178
0.978, 0.310, 0.562, 0.624, 0.513, , 0.51, 0.174
0.978, 0.320, 0.573, 0.630, 0.505, , 0.50, 0.171
0.978, 0.331, 0.584, 0.635, 0.497, , 0.50, 0.165
0.978, 0.343, 0.590, 0.640, 0.488, , 0.49, 0.163
0.979, 0.354, 0.598, 0.644, 0.477, , 0.48, 0.158
